data	nip	ilosc	cena	suma					
2010-01-25	413-93-89-926	121	2,1	254,1					
2010-01-25	799-94-72-837	200	2,1	420					
2010-01-26	413-93-89-926	500	2,1	1050					
2010-01-28	884-31-58-627	108	2,1	226,8					
2010-01-29	410-52-79-946	59	2,1	123,9					
2010-01-30	749-02-70-623	191	2,1	401,1					
2010-01-31	080-51-85-809	189	2,1	396,9					
2010-02-02	392-78-93-552	247	2,1	518,7					
2010-02-02	968-49-97-804	195	2,1	409,5					
2010-02-03	951-02-59-808	6	2,1	12,6					
2010-02-04	874-03-53-609	1	2,1	2,1					
2010-02-05	941-01-60-075	347	2,1	728,7					
2010-02-08	799-94-72-837	317	2,1	665,7					
2010-02-09	392-78-93-552	271	2,1	569,1					
2010-02-09	954-85-72-732	4	2,1	8,4					
2010-02-11	378-70-08-798	121	2,1	254,1					
2010-02-12	043-34-53-278	81	2,1	170,1					
2010-02-12	900-85-70-552	1	2,1	2,1					
2010-02-14	534-94-49-182	142	2,1	298,2					
2010-02-15	178-24-36-171	265	2,1	556,5					
2010-02-16	043-34-53-278	194	2,1	407,4					
2010-02-16	131-80-62-556	15	2,1	31,5					
2010-02-18	749-02-70-623	23	2,1	48,3					
2010-02-18	178-24-36-171	279	2,1	585,9					
2010-02-20	523-09-63-706	1	2,1	2,1					
2010-02-25	178-24-36-171	487	2,1	1022,7					
2010-02-25	254-14-00-156	395	2,1	829,5					
2010-02-27	884-31-58-627	91	2,1	191,1					
2010-02-27	410-52-79-946	39	2,1	81,9					
2010-02-27	178-24-36-171	312	2,1	655,2					
2010-02-28	346-83-33-264	20	2,1	42					
2010-03-03	378-70-08-798	35	2,1	73,5					
2010-03-05	561-51-98-882	20	2,1	42					
2010-03-08	534-94-49-182	125	2,1	262,5					
2010-03-08	392-78-93-552	396	2,1	831,6					
2010-03-09	325-16-71-125	7	2,1	14,7					
2010-03-10	773-39-15-273	59	2,1	123,9					
2010-03-13	799-94-72-837	417	2,1	875,7					
2010-03-13	392-78-93-552	115	2,1	241,5					
2010-03-16	753-35-55-536	6	2,1	12,6					
2010-03-17	080-51-85-809	69	2,1	144,9					
2010-03-19	904-16-42-385	58	2,1	121,8					
2010-03-19	410-52-79-946	159	2,1	333,9					
2010-03-21	179-22-38-195	6	2,1	12,6					
2010-03-22	904-16-42-385	103	2,1	216,3					
2010-03-26	254-14-00-156	155	2,1	325,5					
2010-03-26	530-86-39-445	10	2,1	21					
2010-03-28	378-70-08-798	158	2,1	331,8					
2010-03-30	322-66-15-999	146	2,1	306,6					
2010-03-31	178-24-36-171	230	2,1	483					
2010-04-02	761-06-34-233	143	2,1	300,3					
2010-04-02	692-61-16-906	167	2,1	350,7					
2010-04-02	495-93-92-849	119	2,1	249,9					
2010-04-04	799-94-72-837	400	2,1	840					
2010-04-06	916-94-78-836	172	2,1	361,2					
2010-04-07	374-01-18-051	19	2,1	39,9					
2010-04-09	254-14-00-156	116	2,1	243,6					
2010-04-11	178-24-36-171	143	2,1	300,3					
2010-04-12	847-48-41-699	222	2,1	466,2					
2010-04-14	847-48-41-699	352	2,1	739,2					
2010-04-14	495-93-92-849	69	2,1	144,9					
2010-04-15	392-78-93-552	182	2,1	382,2					
2010-04-17	847-48-41-699	182	2,1	382,2					
2010-04-17	495-93-92-849	165	2,1	346,5					
2010-04-18	377-37-44-068	18	2,1	37,8					
2010-04-18	211-35-92-831	2	2,1	4,2					
2010-04-19	789-52-61-433	15	2,1	31,5					
2010-04-20	614-36-31-012	19	2,1	39,9					
2010-04-21	916-94-78-836	66	2,1	138,6					
2010-04-21	549-21-69-479	12	2,1	25,2					
2010-04-22	211-13-01-286	19	2,1	39,9					
2010-04-22	033-49-11-774	96	2,1	201,6					
2010-04-25	847-48-41-699	240	2,1	504					
2010-04-27	378-70-08-798	57	2,1	119,7					
2010-05-01	799-94-72-837	475	2,1	997,5					
2010-05-02	254-14-00-156	162	2,1	340,2					
2010-05-04	254-14-00-156	150	2,1	315					
2010-05-05	941-01-60-075	139	2,1	291,9					
2010-05-07	080-51-85-809	183	2,1	384,3					
2010-05-17	254-14-00-156	214	2,1	449,4					
2010-05-20	180-17-78-339	14	2,1	29,4					
2010-05-21	547-99-88-807	2	2,1	4,2					
2010-05-22	178-24-36-171	383	2,1	804,3					
2010-05-23	872-13-44-365	14	2,1	29,4					
2010-05-23	495-93-92-849	127	2,1	266,7					
2010-05-24	534-94-49-182	179	2,1	375,9					
2010-05-25	033-49-11-774	74	2,1	155,4					
2010-05-25	941-01-60-075	311	2,1	653,1					
2010-05-29	527-15-00-673	190	2,1	399					
2010-05-31	935-78-99-209	67	2,1	140,7					
2010-06-02	254-14-00-156	331	2,1	695,1					
2010-06-02	761-06-34-233	114	2,1	239,4					
2010-06-03	495-93-92-849	79	2,1	165,9					
2010-06-04	884-31-58-627	22	2,1	46,2					
2010-06-04	550-69-18-758	5	2,1	10,5					
2010-06-07	047-70-78-199	17	2,1	35,7					
2010-06-08	392-78-93-552	344	2,1	722,4					
2010-06-08	799-94-72-837	329	2,1	690,9					
2010-06-08	423-71-31-448	10	2,1	21					
2010-06-12	534-94-49-182	105	2,1	220,5					
2010-06-13	513-33-14-553	26	2,1	54,6					
2010-06-14	761-06-34-233	121	2,1	254,1					
2010-06-16	885-74-10-856	174	2,1	365,4					
2010-06-17	799-94-72-837	233	2,1	489,3					
2010-06-18	749-02-70-623	117	2,1	245,7					
2010-06-19	047-70-78-199	11	2,1	23,1					
2010-06-19	394-54-09-851	18	2,1	37,8					
2010-06-19	392-78-93-552	332	2,1	697,2					
2010-06-20	299-98-16-259	6	2,1	12,6					
2010-06-21	995-59-41-476	260	2,1	546					
2010-06-21	936-67-95-170	22	2,1	46,2					
2010-06-23	562-39-79-929	9	2,1	18,9					
2010-06-24	527-15-00-673	79	2,1	165,9					
2010-06-26	392-78-93-552	480	2,1	1008					
2010-07-01	847-48-41-699	154	2,1	323,4					
2010-07-01	968-49-97-804	170	2,1	357					
2010-07-02	326-69-35-401	13	2,1	27,3					
2010-07-05	269-65-16-447	29	2,1	60,9					
2010-07-07	080-51-85-809	80	2,1	168					
2010-07-11	547-03-32-866	20	2,1	42					
2010-07-11	847-48-41-699	401	2,1	842,1					
2010-07-13	761-06-34-233	134	2,1	281,4					
2010-07-15	916-94-78-836	107	2,1	224,7					
2010-07-20	749-02-70-623	30	2,1	63					
2010-07-22	337-27-67-378	138	2,1	289,8					
2010-07-23	178-24-36-171	404	2,1	848,4					
2010-07-27	916-94-78-836	117	2,1	245,7					
2010-07-30	847-48-41-699	124	2,1	260,4					
2010-07-31	495-93-92-849	155	2,1	325,5					
2010-08-01	378-70-08-798	161	2,1	338,1					
2010-08-05	904-16-42-385	80	2,1	168					
2010-08-05	093-96-93-428	9	2,1	18,9					
2010-08-06	904-16-42-385	160	2,1	336					
2010-08-09	192-09-72-275	18	2,1	37,8					
2010-08-11	749-02-70-623	150	2,1	315					
2010-08-15	203-43-58-855	16	2,1	33,6					
2010-08-22	513-33-14-553	158	2,1	331,8					
2010-08-24	692-61-16-906	29	2,1	60,9					
2010-09-02	781-80-31-583	6	2,1	12,6					
2010-09-02	847-48-41-699	489	2,1	1026,9					
2010-09-04	968-49-97-804	200	2,1	420					
2010-09-06	749-02-70-623	28	2,1	58,8					
2010-09-10	749-02-70-623	28	2,1	58,8					
2010-09-11	847-48-41-699	297	2,1	623,7					
2010-09-13	413-93-89-926	227	2,1	476,7					
2010-09-13	822-52-42-474	14	2,1	29,4					
2010-09-16	374-01-18-051	20	2,1	42					
2010-09-18	620-15-33-614	194	2,1	407,4					
2010-09-18	968-49-97-804	58	2,1	121,8					
2010-09-19	527-15-00-673	30	2,1	63					
2010-09-19	413-93-89-926	159	2,1	333,9					
2010-09-22	178-24-36-171	279	2,1	585,9					
2010-09-23	294-48-56-993	38	2,1	79,8					
2010-09-25	205-96-13-336	7	2,1	14,7					
2010-09-26	178-24-36-171	154	2,1	323,4					
2010-09-26	941-01-60-075	274	2,1	575,4					
2010-09-27	799-94-72-837	219	2,1	459,9					
2010-09-28	534-94-49-182	57	2,1	119,7					
2010-09-28	904-16-42-385	152	2,1	319,2					
2010-10-03	392-78-93-552	263	2,1	552,3					
2010-10-05	378-70-08-798	61	2,1	128,1					
2010-10-05	941-01-60-075	217	2,1	455,7					
2010-10-06	692-61-16-906	28	2,1	58,8					
2010-10-06	392-78-93-552	299	2,1	627,9					
2010-10-09	799-94-72-837	429	2,1	900,9					
2010-10-12	799-94-72-837	427	2,1	896,7					
2010-10-12	904-16-42-385	87	2,1	182,7					
2010-10-12	385-84-45-941	17	2,1	35,7					
2010-10-14	968-49-97-804	124	2,1	260,4					
2010-10-16	254-14-00-156	406	2,1	852,6					
2010-10-16	495-93-92-849	136	2,1	285,6					
2010-10-17	410-52-79-946	44	2,1	92,4					
2010-10-19	761-06-34-233	76	2,1	159,6					
2010-10-22	080-51-85-809	104	2,1	218,4					
2010-10-23	904-16-42-385	107	2,1	224,7					
2010-10-26	178-24-36-171	339	2,1	711,9					
2010-10-29	392-78-93-552	313	2,1	657,3					
2010-10-30	392-78-93-552	251	2,1	527,1					
2010-10-30	799-94-72-837	126	2,1	264,6					
2010-11-01	410-52-79-946	20	2,1	42					
2010-11-02	513-33-14-553	80	2,1	168					
2010-11-03	170-89-76-803	9	2,1	18,9					
2010-11-05	080-51-85-809	50	2,1	105					
2010-11-06	033-49-11-774	100	2,1	210					
2010-11-07	773-41-40-060	2	2,1	4,2					
2010-11-08	413-93-89-926	214	2,1	449,4					
2010-11-09	982-09-19-706	17	2,1	35,7					
2010-11-10	392-78-93-552	269	2,1	564,9					
2010-11-14	093-96-93-428	2	2,1	4,2					
2010-11-21	904-16-42-385	159	2,1	333,9					
2010-11-22	378-70-08-798	167	2,1	350,7					
2010-11-23	916-94-78-836	123	2,1	258,3					
2010-11-23	378-70-08-798	32	2,1	67,2					
2010-11-23	254-14-00-156	276	2,1	579,6					
2010-11-26	799-94-72-837	191	2,1	401,1					
2010-11-28	941-27-28-381	9	2,1	18,9					
2010-11-29	534-94-49-182	174	2,1	365,4					
2010-11-30	513-33-14-553	39	2,1	81,9					
2010-12-01	254-14-00-156	330	2,1	693					
2010-12-01	240-56-56-791	5	2,1	10,5					
2010-12-04	799-94-72-837	175	2,1	367,5					
2010-12-08	179-23-02-772	183	2,1	384,3					
2010-12-08	392-78-93-552	423	2,1	888,3					
2010-12-08	495-93-92-849	88	2,1	184,8					
2010-12-09	413-93-89-926	241	2,1	506,1					
2010-12-10	904-16-42-385	37	2,1	77,7					
2010-12-16	773-39-15-273	164	2,1	344,4					
2010-12-17	824-54-79-834	20	2,1	42					
2010-12-21	534-50-90-387	8	2,1	16,8					
2010-12-21	299-98-16-259	4	2,1	8,4					
2010-12-26	178-24-36-171	408	2,1	856,8					
2011-01-01	773-41-40-060	20	2,2	44					
2011-01-02	935-78-99-209	102	2,2	224,4					
2011-01-03	847-48-41-699	240	2,2	528					
2011-01-05	749-02-70-623	124	2,2	272,8					
2011-01-07	392-78-93-552	330	2,2	726					
2011-01-11	294-48-56-993	187	2,2	411,4					
2011-01-18	495-93-92-849	165	2,2	363					
2011-01-19	594-18-15-403	371	2,2	816,2					
2011-01-21	761-06-34-233	185	2,2	407					
2011-01-23	847-48-41-699	401	2,2	882,2					
2011-01-25	322-66-15-999	25	2,2	55					
2011-01-25	015-89-55-248	3	2,2	6,6					
2011-01-25	549-21-69-479	11	2,2	24,2					
2011-01-30	971-44-58-661	18	2,2	39,6					
2011-01-30	392-78-93-552	154	2,2	338,8					
2011-01-31	941-01-60-075	423	2,2	930,6					
2011-02-02	903-82-46-998	6	2,2	13,2					
2011-02-06	378-70-08-798	62	2,2	136,4					
2011-02-07	170-89-76-803	15	2,2	33					
2011-02-09	847-48-41-699	311	2,2	684,2					
2011-02-10	080-51-85-809	127	2,2	279,4					
2011-02-11	178-24-36-171	483	2,2	1062,6					
2011-02-14	257-35-01-611	9	2,2	19,8					
2011-02-19	910-38-33-489	75	2,2	165					
2011-02-24	102-48-01-310	7	2,2	15,4					
2011-02-28	968-49-97-804	114	2,2	250,8					
2011-03-03	115-65-39-258	151	2,2	332,2					
2011-03-06	749-02-70-623	116	2,2	255,2					
2011-03-07	904-16-42-385	76	2,2	167,2					
2011-03-08	043-34-53-278	25	2,2	55					
2011-03-12	935-78-99-209	37	2,2	81,4					
2011-03-14	936-67-95-170	108	2,2	237,6					
2011-03-15	254-14-00-156	199	2,2	437,8					
2011-03-15	392-78-93-552	128	2,2	281,6					
2011-03-16	507-22-76-992	32	2,2	70,4					
2011-03-23	534-94-49-182	151	2,2	332,2					
2011-03-24	214-54-56-360	8	2,2	17,6					
2011-03-25	799-94-72-837	411	2,2	904,2					
2011-03-26	495-93-92-849	119	2,2	261,8					
2011-03-28	413-93-89-926	366	2,2	805,2					
2011-03-31	513-33-14-553	20	2,2	44					
2011-04-02	115-65-39-258	124	2,2	272,8					
2011-04-02	749-02-70-623	30	2,2	66					
2011-04-03	799-94-72-837	237	2,2	521,4					
2011-04-05	178-24-36-171	355	2,2	781					
2011-04-09	392-78-93-552	162	2,2	356,4					
2011-04-14	968-49-97-804	46	2,2	101,2					
2011-04-14	351-83-41-145	13	2,2	28,6					
2011-04-14	211-13-01-286	14	2,2	30,8					
2011-04-14	392-77-27-084	4	2,2	8,8					
2011-04-18	847-48-41-699	470	2,2	1034					
2011-04-18	678-73-95-302	9	2,2	19,8					
2011-04-18	507-22-76-992	37	2,2	81,4					
2011-04-19	378-70-08-798	55	2,2	121					
2011-04-21	322-66-15-999	140	2,2	308					
2011-04-23	091-99-74-175	12	2,2	26,4					
2011-04-25	904-16-42-385	20	2,2	44					
2011-04-29	941-01-60-075	478	2,2	1051,6					
2011-05-01	178-24-36-171	289	2,2	635,8					
2011-05-02	126-55-91-375	1	2,2	2,2					
2011-05-02	585-26-73-628	15	2,2	33					
2011-05-05	254-14-00-156	400	2,2	880					
2011-05-06	050-38-86-889	1	2,2	2,2					
2011-05-07	885-74-10-856	184	2,2	404,8					
2011-05-07	043-34-53-278	99	2,2	217,8					
2011-05-08	749-02-70-623	143	2,2	314,6					
2011-05-09	534-94-49-182	184	2,2	404,8					
2011-05-13	240-21-54-730	3	2,2	6,6					
2011-05-13	269-65-16-447	197	2,2	433,4					
2011-05-17	645-32-78-780	18	2,2	39,6					
2011-05-22	872-13-44-365	7	2,2	15,4					
2011-05-23	847-48-41-699	381	2,2	838,2					
2011-05-26	692-61-16-906	45	2,2	99					
2011-05-28	413-93-89-926	499	2,2	1097,8					
2011-06-01	413-93-89-926	134	2,2	294,8					
2011-06-01	495-93-92-849	132	2,2	290,4					
2011-06-02	080-51-85-809	180	2,2	396					
2011-06-05	678-73-95-302	5	2,2	11					
2011-06-07	337-27-67-378	110	2,2	242					
2011-06-08	495-93-92-849	54	2,2	118,8					
2011-06-09	179-22-38-195	6	2,2	13,2					
2011-06-10	941-01-60-075	476	2,2	1047,2					
2011-06-10	080-51-85-809	104	2,2	228,8					
2011-06-10	935-78-99-209	104	2,2	228,8					
2011-06-12	269-65-16-447	47	2,2	103,4					
2011-06-12	968-49-97-804	127	2,2	279,4					
2011-06-14	410-52-79-946	143	2,2	314,6					
2011-06-17	507-22-76-992	181	2,2	398,2					
2011-06-20	080-51-85-809	139	2,2	305,8					
2011-06-23	495-93-92-849	187	2,2	411,4					
2011-06-23	687-31-19-697	11	2,2	24,2					
2011-06-24	322-66-15-999	170	2,2	374					
2011-06-29	244-64-83-142	7	2,2	15,4					
2011-07-03	904-16-42-385	168	2,2	369,6					
2011-07-03	874-03-53-609	4	2,2	8,8					
2011-07-03	847-48-41-699	145	2,2	319					
2011-07-06	080-51-85-809	103	2,2	226,6					
2011-07-08	413-93-89-926	101	2,2	222,2					
2011-07-09	968-49-97-804	141	2,2	310,2					
2011-07-09	270-87-86-398	6	2,2	13,2					
2011-07-09	534-38-74-959	16	2,2	35,2					
2011-07-11	413-93-89-926	276	2,2	607,2					
2011-07-12	995-59-41-476	329	2,2	723,8					
2011-07-13	495-93-92-849	200	2,2	440					
2011-07-16	749-02-70-623	82	2,2	180,4					
2011-07-16	916-94-78-836	66	2,2	145,2					
2011-07-21	178-24-36-171	150	2,2	330					
2011-07-21	513-33-14-553	63	2,2	138,6					
2011-07-22	527-15-00-673	120	2,2	264					
2011-07-23	254-14-00-156	155	2,2	341					
2011-07-24	080-51-85-809	30	2,2	66					
2011-07-24	884-31-58-627	34	2,2	74,8					
2011-07-29	904-16-42-385	30	2,2	66					
2011-07-29	043-34-53-278	162	2,2	356,4					
2011-07-30	620-15-33-614	71	2,2	156,2					
2011-07-31	208-84-31-216	16	2,2	35,2					
2011-08-04	968-49-97-804	165	2,2	363					
2011-08-05	968-49-97-804	180	2,2	396					
2011-08-06	900-85-70-552	2	2,2	4,4					
2011-08-11	916-94-78-836	111	2,2	244,2					
2011-08-12	968-49-97-804	128	2,2	281,6					
2011-08-13	561-00-46-873	7	2,2	15,4					
2011-08-13	847-48-41-699	211	2,2	464,2					
2011-08-13	043-34-53-278	184	2,2	404,8					
2011-08-16	799-94-72-837	450	2,2	990					
2011-08-16	950-40-82-698	140	2,2	308					
2011-08-20	885-74-10-856	52	2,2	114,4					
2011-08-22	272-67-67-068	2	2,2	4,4					
2011-08-22	172-30-09-104	13	2,2	28,6					
2011-08-22	916-94-78-836	73	2,2	160,6					
2011-08-26	269-65-16-447	123	2,2	270,6					
2011-08-28	284-59-84-568	3	2,2	6,6					
2011-08-29	904-16-42-385	93	2,2	204,6					
2011-09-03	337-27-67-378	310	2,2	682					
2011-09-03	043-34-53-278	77	2,2	169,4					
2011-09-07	749-02-70-623	21	2,2	46,2					
2011-09-11	396-32-41-555	3	2,2	6,6					
2011-09-13	378-70-08-798	176	2,2	387,2					
2011-09-13	775-48-66-885	20	2,2	44					
2011-09-14	337-27-67-378	230	2,2	506					
2011-09-14	208-84-31-216	10	2,2	22					
2011-09-16	240-21-54-730	12	2,2	26,4					
2011-09-16	193-47-03-638	11	2,2	24,2					
2011-09-17	847-48-41-699	383	2,2	842,6					
2011-09-21	995-59-41-476	249	2,2	547,8					
2011-09-24	299-72-00-838	8	2,2	17,6					
2011-09-26	534-94-49-182	42	2,2	92,4					
2011-09-29	039-15-21-087	1	2,2	2,2					
2011-09-29	178-24-36-171	340	2,2	748					
2011-10-01	413-93-89-926	394	2,2	866,8					
2011-10-01	594-18-15-403	176	2,2	387,2					
2011-10-02	378-70-08-798	181	2,2	398,2					
2011-10-06	322-66-15-999	26	2,2	57,2					
2011-10-10	410-52-79-946	73	2,2	160,6					
2011-10-14	941-01-60-075	274	2,2	602,8					
2011-10-17	394-54-09-851	8	2,2	17,6					
2011-10-17	396-32-41-555	12	2,2	26,4					
2011-10-21	941-01-60-075	496	2,2	1091,2					
2011-10-22	789-52-61-433	5	2,2	11					
2011-10-23	970-73-69-415	2	2,2	4,4					
2011-10-23	527-15-00-673	77	2,2	169,4					
2011-10-31	410-52-79-946	134	2,2	294,8					
2011-11-01	817-44-45-607	4	2,2	8,8					
2011-11-03	322-66-15-999	46	2,2	101,2					
2011-11-05	115-65-39-258	43	2,2	94,6					
2011-11-08	396-32-41-555	2	2,2	4,4					
2011-11-10	080-51-85-809	100	2,2	220					
2011-11-10	178-24-36-171	438	2,2	963,6					
2011-11-12	294-48-56-993	69	2,2	151,8					
2011-11-17	885-74-10-856	22	2,2	48,4					
2011-11-18	322-66-15-999	130	2,2	286					
2011-11-22	857-68-68-600	5	2,2	11					
2011-11-25	507-22-76-992	62	2,2	136,4					
2011-11-27	392-77-27-084	8	2,2	17,6					
2011-11-29	800-16-32-869	18	2,2	39,6					
2011-12-04	410-52-79-946	146	2,2	321,2					
2011-12-04	211-13-01-286	5	2,2	11					
2011-12-12	080-51-85-809	20	2,2	44					
2011-12-12	178-24-36-171	153	2,2	336,6					
2011-12-13	392-78-93-552	227	2,2	499,4					
2011-12-14	904-16-42-385	52	2,2	114,4					
2011-12-15	043-34-53-278	108	2,2	237,6					
2011-12-18	337-27-67-378	236	2,2	519,2					
2011-12-20	534-94-49-182	125	2,2	275					
2011-12-21	749-02-70-623	183	2,2	402,6					
2011-12-22	885-74-10-856	130	2,2	286					
2011-12-22	444-71-75-271	4	2,2	8,8					
2011-12-23	253-12-16-366	3	2,2	6,6					
2011-12-24	865-06-94-559	16	2,2	35,2					
2011-12-26	043-34-53-278	197	2,2	433,4					
2011-12-26	193-47-03-638	4	2,2	8,8					
2011-12-27	495-93-92-849	57	2,2	125,4					
2011-12-29	550-69-18-758	16	2,2	35,2					
2011-12-30	620-15-33-614	89	2,2	195,8					
2012-01-04	527-15-00-673	74	2,25	166,5					
2012-01-05	847-48-41-699	243	2,25	546,75					
2012-01-07	178-24-36-171	460	2,25	1035					
2012-01-07	965-57-87-003	20	2,25	45					
2012-01-09	178-24-36-171	250	2,25	562,5					
2012-01-15	749-02-70-623	78	2,25	175,5					
2012-01-17	885-74-10-856	170	2,25	382,5					
2012-01-19	495-93-92-849	128	2,25	288					
2012-01-19	692-61-16-906	53	2,25	119,25					
2012-01-20	799-94-72-837	223	2,25	501,75					
2012-01-25	495-93-92-849	47	2,25	105,75					
2012-01-25	916-94-78-836	112	2,25	252					
2012-01-27	941-01-60-075	201	2,25	452,25					
2012-01-28	410-52-79-946	121	2,25	272,25					
2012-01-31	254-14-00-156	462	2,25	1039,5					
2012-02-02	178-24-36-171	333	2,25	749,25					
2012-02-04	050-38-86-889	9	2,25	20,25					
2012-02-06	410-52-79-946	104	2,25	234					
2012-02-06	268-62-97-556	104	2,25	234					
2012-02-08	269-65-16-447	78	2,25	175,5					
2012-02-11	534-94-49-182	53	2,25	119,25					
2012-02-12	392-78-93-552	305	2,25	686,25					
2012-02-14	847-48-41-699	363	2,25	816,75					
2012-02-16	806-09-59-839	19	2,25	42,75					
2012-02-16	995-59-41-476	248	2,25	558					
2012-02-16	080-51-85-809	64	2,25	144					
2012-02-17	941-01-60-075	288	2,25	648					
2012-02-18	275-38-81-341	18	2,25	40,5					
2012-02-20	935-78-99-209	54	2,25	121,5					
2012-02-20	687-31-19-697	3	2,25	6,75					
2012-02-21	153-24-82-022	9	2,25	20,25					
2012-02-22	585-26-73-628	19	2,25	42,75					
2012-02-22	294-48-56-993	198	2,25	445,5					
2012-02-27	594-18-15-403	417	2,25	938,25					
2012-03-03	995-59-41-476	221	2,25	497,25					
2012-03-03	269-65-16-447	53	2,25	119,25					
2012-03-05	513-33-14-553	127	2,25	285,75					
2012-03-06	799-94-72-837	340	2,25	765					
2012-03-09	254-14-00-156	310	2,25	697,5					
2012-03-11	091-99-74-175	8	2,25	18					
2012-03-12	692-61-16-906	132	2,25	297					
2012-03-12	294-48-56-993	168	2,25	378					
2012-03-14	294-48-56-993	49	2,25	110,25					
2012-03-16	916-94-78-836	140	2,25	315					
2012-03-18	968-49-97-804	140	2,25	315					
2012-03-18	033-49-11-774	194	2,25	436,5					
2012-03-24	033-49-11-774	123	2,25	276,75					
2012-03-24	340-11-17-090	11	2,25	24,75					
2012-03-26	736-91-47-235	1	2,25	2,25					
2012-03-27	847-48-41-699	267	2,25	600,75					
2012-03-30	585-26-73-628	14	2,25	31,5					
2012-03-31	910-38-33-489	160	2,25	360					
2012-03-31	847-48-41-699	437	2,25	983,25					
2012-04-04	115-65-39-258	71	2,25	159,75					
2012-04-05	527-15-00-673	35	2,25	78,75					
2012-04-06	178-24-36-171	116	2,25	261					
2012-04-07	043-34-53-278	152	2,25	342					
2012-04-12	254-14-00-156	309	2,25	695,25					
2012-04-12	530-86-39-445	7	2,25	15,75					
2012-04-12	995-59-41-476	353	2,25	794,25					
2012-04-13	307-98-17-187	3	2,25	6,75					
2012-04-14	799-94-72-837	166	2,25	373,5					
2012-04-15	444-71-75-271	14	2,25	31,5					
2012-04-15	043-34-53-278	141	2,25	317,25					
2012-04-15	072-92-42-932	15	2,25	33,75					
2012-04-21	178-24-36-171	157	2,25	353,25					
2012-04-26	847-48-41-699	191	2,25	429,75					
2012-04-27	205-96-13-336	7	2,25	15,75					
2012-04-28	294-48-56-993	200	2,25	450					
2012-05-04	585-26-73-628	15	2,25	33,75					
2012-05-04	170-26-38-135	7	2,25	15,75					
2012-05-04	799-94-72-837	235	2,25	528,75					
2012-05-05	941-01-60-075	301	2,25	677,25					
2012-05-07	594-18-15-403	136	2,25	306					
2012-05-07	080-77-49-649	5	2,25	11,25					
2012-05-08	254-14-00-156	280	2,25	630					
2012-05-08	153-24-82-022	3	2,25	6,75					
2012-05-11	523-09-63-706	14	2,25	31,5					
2012-05-12	749-02-70-623	79	2,25	177,75					
2012-05-13	268-62-97-556	86	2,25	193,5					
2012-05-13	033-49-11-774	70	2,25	157,5					
2012-05-14	910-38-33-489	189	2,25	425,25					
2012-05-14	322-66-15-999	111	2,25	249,75					
2012-05-17	080-51-85-809	158	2,25	355,5					
2012-05-22	527-15-00-673	172	2,25	387					
2012-05-23	941-01-60-075	179	2,25	402,75					
2012-05-24	963-43-52-686	19	2,25	42,75					
2012-05-24	378-70-08-798	57	2,25	128,25					
2012-05-25	941-01-60-075	335	2,25	753,75					
2012-05-31	299-72-00-838	12	2,25	27					
2012-06-01	373-76-82-865	2	2,25	4,5					
2012-06-01	941-01-60-075	237	2,25	533,25					
2012-06-04	254-14-00-156	482	2,25	1084,5					
2012-06-04	373-76-82-865	8	2,25	18					
2012-06-07	968-49-97-804	147	2,25	330,75					
2012-06-09	178-24-36-171	224	2,25	504					
2012-06-10	857-68-68-600	11	2,25	24,75					
2012-06-14	916-94-78-836	184	2,25	414					
2012-06-16	780-78-31-328	20	2,25	45					
2012-06-16	941-01-60-075	221	2,25	497,25					
2012-06-19	916-94-78-836	162	2,25	364,5					
2012-06-23	296-66-33-717	19	2,25	42,75					
2012-06-28	534-38-74-959	1	2,25	2,25					
2012-06-30	904-16-42-385	122	2,25	274,5					
2012-06-30	413-93-89-926	163	2,25	366,75					
2012-07-01	527-15-00-673	29	2,25	65,25					
2012-07-05	322-66-15-999	106	2,25	238,5					
2012-07-06	799-94-72-837	112	2,25	252					
2012-07-07	378-70-08-798	90	2,25	202,5					
2012-07-09	351-06-97-406	7	2,25	15,75					
2012-07-09	033-49-11-774	27	2,25	60,75					
2012-07-09	692-61-16-906	185	2,25	416,25					
2012-07-10	178-24-36-171	153	2,25	344,25					
2012-07-12	692-61-16-906	109	2,25	245,25					
2012-07-14	614-36-31-012	10	2,25	22,5					
2012-07-14	314-76-34-892	10	2,25	22,5					
2012-07-16	179-23-02-772	90	2,25	202,5					
2012-07-16	507-22-76-992	34	2,25	76,5					
2012-07-18	847-48-41-699	106	2,25	238,5					
2012-07-19	847-48-41-699	229	2,25	515,25					
2012-07-25	413-93-89-926	229	2,25	515,25					
2012-07-25	596-37-06-465	20	2,25	45					
2012-07-25	392-78-93-552	261	2,25	587,25					
2012-07-28	964-69-89-011	10	2,25	22,5					
2012-07-28	254-14-00-156	400	2,25	900					
2012-08-01	799-94-72-837	401	2,25	902,25					
2012-08-03	322-66-15-999	170	2,25	382,5					
2012-08-04	178-24-36-171	124	2,25	279					
2012-08-06	687-31-19-697	13	2,25	29,25					
2012-08-09	080-51-85-809	87	2,25	195,75					
2012-08-09	337-27-67-378	190	2,25	427,5					
2012-08-09	941-01-60-075	349	2,25	785,25					
2012-08-11	272-67-67-068	16	2,25	36					
2012-08-12	884-31-58-627	42	2,25	94,5					
2012-08-13	033-49-11-774	70	2,25	157,5					
2012-08-15	495-93-92-849	189	2,25	425,25					
2012-08-16	322-66-15-999	64	2,25	144					
2012-08-20	968-49-97-804	76	2,25	171					
2012-08-21	590-28-48-646	11	2,25	24,75					
2012-08-21	527-15-00-673	96	2,25	216					
